timestamp,frame_index,lane_0_count,lane_0_weighted_count,lane_0_green,lane_0_yellow,lane_0_red,lane_1_count,lane_1_weighted_count,lane_1_green,lane_1_yellow,lane_1_red,lane_2_count,lane_2_weighted_count,lane_2_green,lane_2_yellow,lane_2_red,lane_3_count,lane_3_weighted_count,lane_3_green,lane_3_yellow,lane_3_red,lane_4_count,lane_4_weighted_count,lane_4_green,lane_4_yellow,lane_4_red,lane_5_count,lane_5_weighted_count,lane_5_green,lane_5_yellow,lane_5_red,lane_6_count,lane_6_weighted_count,lane_6_green,lane_6_yellow,lane_6_red,lane_7_count,lane_7_weighted_count,lane_7_green,lane_7_yellow,lane_7_red,lane_8_count,lane_8_weighted_count,lane_8_green,lane_8_yellow,lane_8_red,lane_9_count,lane_9_weighted_count,lane_9_green,lane_9_yellow,lane_9_red,lane_10_count,lane_10_weighted_count,lane_10_green,lane_10_yellow,lane_10_red,lane_11_count,lane_11_weighted_count,lane_11_green,lane_11_yellow,lane_11_red,lane_12_count,lane_12_weighted_count,lane_12_green,lane_12_yellow,lane_12_red,lane_13_count,lane_13_weighted_count,lane_13_green,lane_13_yellow,lane_13_red,lane_14_count,lane_14_weighted_count,lane_14_green,lane_14_yellow,lane_14_red,lane_15_count,lane_15_weighted_count,lane_15_green,lane_15_yellow,lane_15_red
0.0,0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.1,1,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.2,2,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.3,3,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.4,4,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.5,5,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.6,6,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.7,7,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.8,8,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
0.9,9,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
1.0,10,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
1.1,11,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
1.2,12,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
1.3,13,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
1.4,14,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
1.5,15,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
1.6,16,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,1,3.0,8.0,3.0,0.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0
1.7,17,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,1,3.0,8.0,3.0,0.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
1.8,18,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
1.9,19,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
2.0,20,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
2.1,21,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
2.2,22,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
2.3,23,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0
2.4,24,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
2.5,25,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
2.6,26,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
2.7,27,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
2.8,28,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
2.9,29,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
3.0,30,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
3.1,31,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
3.2,32,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
3.3,33,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
3.4,34,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
3.5,35,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
3.6,36,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0
3.7,37,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
